0,0,1,0,0,0,0,2.30252,0.632649,0.0111464
0.001,1.15097e-06,1,5.55106e-09,0.00230166,0.000631714,1.108e-05,2.30081,0.630778,0.0110137
0.002,4.60276e-06,1,2.21158e-08,0.00460162,0.00126156,2.20273e-05,2.2991,0.628908,0.010881
0.003,1.03536e-05,1,4.95615e-08,0.00689986,0.00188953,3.2842e-05,2.29739,0.627037,0.0107483
0.004,1.84019e-05,1.00001,8.77555e-08,0.00919639,0.00251563,4.35239e-05,2.29567,0.625167,0.0106156
0.005,2.87458e-05,1.00001,1.36565e-07,0.0114912,0.00313986,5.40732e-05,2.29396,0.623296,0.0104829
0.006,4.13838e-05,1.00001,1.95858e-07,0.0137843,0.00376222,6.44898e-05,2.29225,0.621426,0.0103502
0.007,5.63139e-05,1.00002,2.655e-07,0.0160757,0.00438271,7.47737e-05,2.29054,0.619555,0.0102176
0.008,7.35346e-05,1.00002,3.45361e-07,0.0183654,0.00500133,8.49249e-05,2.28883,0.617685,0.0100849
0.009,9.30441e-05,1.00003,4.35306e-07,0.0206534,0.00561808,9.49434e-05,2.28712,0.615814,0.00995218
0.01,0.000114841,1.00003,5.35203e-07,0.0229396,0.00623296,0.000104829,2.28541,0.613944,0.0098195
0.011,0.000138923,1.00004,6.4492e-07,0.0252242,0.00684597,0.000114582,2.28369,0.612073,0.00968681
0.012,0.000165289,1.00005,7.64324e-07,0.027507,0.00745711,0.000124203,2.28198,0.610203,0.00955413
0.013,0.000193936,1.00005,8.93282e-07,0.0297881,0.00806638,0.000133691,2.28027,0.608332,0.00942144
0.014,0.000224864,1.00006,1.03166e-06,0.0320676,0.00867377,0.000143046,2.27856,0.606461,0.00928876
0.015,0.000258071,1.00007,1.17933e-06,0.0343453,0.0092793,0.000152268,2.27685,0.604591,0.00915607
0.016,0.000293554,1.00008,1.33615e-06,0.0366213,0.00988296,0.000161358,2.27514,0.60272,0.00902339
0.017,0.000331313,1.00009,1.502e-06,0.0388955,0.0104847,0.000170315,2.27343,0.60085,0.0088907
0.018,0.000371345,1.0001,1.67674e-06,0.0411681,0.0110847,0.000179139,2.27171,0.598979,0.00875802
0.019,0.000413648,1.00011,1.86024e-06,0.043439,0.0116827,0.000187831,2.27,0.597109,0.00862533
0.02,0.000458222,1.00012,2.05236e-06,0.0457081,0.0122789,0.00019639,2.26829,0.595238,0.00849265
0.021,0.000505064,1.00014,2.25297e-06,0.0479756,0.0128732,0.000204816,2.26658,0.593368,0.00835996
0.022,0.000554173,1.00015,2.46195e-06,0.0502413,0.0134656,0.00021311,2.26487,0.591497,0.00822728
0.023,0.000605546,1.00016,2.67915e-06,0.0525053,0.0140562,0.000221271,2.26316,0.589627,0.00809459
0.024,0.000659183,1.00018,2.90444e-06,0.0547676,0.0146449,0.000229299,2.26145,0.587756,0.00796191
0.025,0.000715081,1.00019,3.1377e-06,0.0570282,0.0152317,0.000237195,2.25973,0.585885,0.00782922
0.026,0.000773238,1.00021,3.37879e-06,0.0592871,0.0158166,0.000244958,2.25802,0.584015,0.00769654
0.027,0.000833654,1.00022,3.62757e-06,0.0615442,0.0163997,0.000252588,2.25631,0.582144,0.00756385
0.028,0.000896326,1.00024,3.88392e-06,0.0637997,0.0169809,0.000260085,2.2546,0.580274,0.00743116
0.029,0.000961253,1.00026,4.1477e-06,0.0660534,0.0175603,0.00026745,2.25289,0.578403,0.00729848
0.03,0.00102843,1.00028,4.41877e-06,0.0683055,0.0181377,0.000274682,2.25118,0.576533,0.00716579
0.031,0.00109786,1.00029,4.69702e-06,0.0705558,0.0187133,0.000281782,2.24947,0.574662,0.00703311
0.032,0.00116954,1.00031,4.98229e-06,0.0728044,0.0192871,0.000288748,2.24775,0.572792,0.00690042
0.033,0.00124347,1.00033,5.27447e-06,0.0750513,0.0198589,0.000295582,2.24604,0.570921,0.00676774
0.034,0.00131965,1.00035,5.57341e-06,0.0772965,0.0204289,0.000302284,2.24433,0.569051,0.00663505
0.035,0.00139806,1.00037,5.87899e-06,0.07954,0.020997,0.000308853,2.24262,0.56718,0.00650237
0.036,0.00147873,1.0004,6.19108e-06,0.0817817,0.0215633,0.000315289,2.24091,0.56531,0.00636968
0.037,0.00156163,1.00042,6.50953e-06,0.0840218,0.0221276,0.000321592,2.2392,0.563439,0.006237
0.038,0.00164677,1.00044,6.83422e-06,0.0862601,0.0226901,0.000327763,2.23749,0.561568,0.00610431
0.039,0.00173415,1.00046,7.16501e-06,0.0884967,0.0232508,0.000333801,2.23577,0.559698,0.00597163
0.04,0.00182376,1.00049,7.50177e-06,0.0907317,0.0238095,0.000339706,2.23406,0.557827,0.00583894
0.041,0.00191561,1.00051,7.84438e-06,0.0929649,0.0243664,0.000345478,2.23235,0.555957,0.00570626
0.042,0.00200969,1.00053,8.19268e-06,0.0951964,0.0249214,0.000351118,2.23064,0.554086,0.00557357
0.043,0.002106,1.00056,8.54657e-06,0.0974262,0.0254746,0.000356626,2.22893,0.552216,0.00544089
0.044,0.00220454,1.00059,8.90589e-06,0.0996542,0.0260259,0.000362,2.22722,0.550345,0.0053082
0.045,0.00230531,1.00061,9.27052e-06,0.101881,0.0265753,0.000367242,2.22551,0.548475,0.00517552
0.046,0.0024083,1.00064,9.64033e-06,0.104105,0.0271228,0.000372351,2.22379,0.546604,0.00504283
0.047,0.00251352,1.00067,1.00152e-05,0.106328,0.0276685,0.000377328,2.22208,0.544734,0.00491014
0.048,0.00262096,1.00069,1.03949e-05,0.108549,0.0282123,0.000382171,2.22037,0.542863,0.00477746
0.049,0.00273062,1.00072,1.07795e-05,0.110769,0.0287542,0.000386883,2.21866,0.540992,0.00464477
0.05,0.0028425,1.00075,1.11687e-05,0.112987,0.0292943,0.000391461,2.21695,0.539122,0.00451209
0.051,0.00295659,1.00078,1.15624e-05,0.115203,0.0298325,0.000395907,2.21524,0.537251,0.0043794
0.052,0.0030729,1.00081,1.19604e-05,0.117417,0.0303688,0.00040022,2.21353,0.535381,0.00424672
0.053,0.00319142,1.00084,1.23628e-05,0.11963,0.0309032,0.0004044,2.21181,0.53351,0.00411403
0.054,0.00331216,1.00087,1.27692e-05,0.121841,0.0314358,0.000408448,2.2101,0.53164,0.00398135
0.055,0.00343511,1.00091,1.31796e-05,0.12405,0.0319665,0.000412363,2.20839,0.529769,0.00384866
0.056,0.00356026,1.00094,1.35939e-05,0.126258,0.0324953,0.000416145,2.20668,0.527899,0.00371598
0.057,0.00368762,1.00097,1.40119e-05,0.128463,0.0330223,0.000419795,2.20497,0.526028,0.00358329
0.058,0.00381719,1.001,1.44334e-05,0.130668,0.0335474,0.000423312,2.20326,0.524158,0.00345061
0.059,0.00394895,1.00104,1.48584e-05,0.13287,0.0340706,0.000426696,2.20155,0.522287,0.00331792
0.06,0.00408292,1.00107,1.52868e-05,0.135071,0.034592,0.000429948,2.19983,0.520417,0.00318524
0.061,0.0042191,1.00111,1.57183e-05,0.13727,0.0351114,0.000433067,2.19812,0.518546,0.00305255
0.062,0.00435746,1.00114,1.61529e-05,0.139467,0.0356291,0.000436053,2.19641,0.516675,0.00291987
0.063,0.00449803,1.00118,1.65903e-05,0.141662,0.0361448,0.000438906,2.1947,0.514805,0.00278718
0.064,0.00464079,1.00121,1.70306e-05,0.143856,0.0366587,0.000441627,2.19299,0.512934,0.0026545
0.065,0.00478574,1.00125,1.74736e-05,0.146048,0.0371707,0.000444215,2.19128,0.511064,0.00252181
0.066,0.00493288,1.00129,1.7919e-05,0.148239,0.0376808,0.000446671,2.18957,0.509193,0.00238913
0.067,0.00508222,1.00133,1.83669e-05,0.150428,0.0381891,0.000448994,2.18785,0.507323,0.00225644
0.068,0.00523374,1.00136,1.8817e-05,0.152615,0.0386954,0.000451184,2.18614,0.505452,0.00212375
0.069,0.00538745,1.0014,1.92692e-05,0.1548,0.0392,0.000453241,2.18443,0.503582,0.00199107
0.07,0.00554334,1.00144,1.97234e-05,0.156983,0.0397026,0.000455166,2.18272,0.501711,0.00185838
0.071,0.00570141,1.00148,2.01795e-05,0.159165,0.0402034,0.000456958,2.18101,0.499841,0.0017257
0.072,0.00586167,1.00152,2.06373e-05,0.161345,0.0407023,0.000458617,2.1793,0.49797,0.00159301
0.073,0.0060241,1.00156,2.10967e-05,0.163524,0.0411993,0.000460144,2.17759,0.496099,0.00146033
0.074,0.00618872,1.00161,2.15575e-05,0.165701,0.0416945,0.000461538,2.17587,0.494229,0.00132764
0.075,0.0063555,1.00165,2.20197e-05,0.167876,0.0421878,0.000462799,2.17416,0.492358,0.00119496
0.076,0.00652447,1.00169,2.24831e-05,0.170049,0.0426792,0.000463928,2.17245,0.490488,0.00106227
0.077,0.0066956,1.00173,2.29475e-05,0.172221,0.0431688,0.000464924,2.17074,0.488617,0.000929587
0.078,0.00686891,1.00178,2.34129e-05,0.17439,0.0436564,0.000465787,2.16903,0.486747,0.000796902
0.079,0.00704438,1.00182,2.3879e-05,0.176559,0.0441422,0.000466517,2.16732,0.484876,0.000664217
