0,0,0,0,0,0,0,0,0,0
0.001,4.66793e-10,5.01681e-11,2.54712e-11,1.40022e-06,1.50481e-07,7.63929e-08,0.00279979,0.000300868,0.000152703
0.002,3.73306e-09,4.01157e-10,2.03604e-10,5.5983e-06,6.01548e-07,3.05241e-07,0.00559572,0.000601173,0.000304912
0.003,1.25947e-08,1.35327e-09,6.86608e-10,1.25904e-05,1.35264e-06,6.86051e-07,0.00838778,0.000900916,0.000456626
0.004,2.98438e-08,3.20626e-09,1.6262e-09,2.23726e-05,2.40319e-06,1.21833e-06,0.011176,0.0012001,0.000607846
0.005,5.82686e-08,6.25929e-09,3.17359e-09,3.4941e-05,3.75265e-06,1.90158e-06,0.0139603,0.00149872,0.000758573
0.006,1.00653e-07,1.0811e-08,5.47951e-09,5.02919e-05,5.40044e-06,2.73531e-06,0.0167408,0.00179677,0.000908807
0.007,1.59779e-07,1.71594e-08,8.6942e-09,6.84214e-05,7.34601e-06,3.71903e-06,0.0195174,0.00209427,0.00105855
0.008,2.38421e-07,2.56021e-08,1.29674e-08,8.93255e-05,9.58879e-06,4.85224e-06,0.0222902,0.00239121,0.0012078
0.009,3.39353e-07,3.64359e-08,1.84484e-08,0.000113,1.21282e-05,6.13446e-06,0.0250591,0.00268758,0.00135656
0.01,4.65344e-07,4.99572e-08,2.52858e-08,0.000139442,1.49638e-05,7.5652e-06,0.0278242,0.0029834,0.00150483
0.011,6.19159e-07,6.6462e-08,3.36281e-08,0.000168648,1.80948e-05,9.14395e-06,0.0305854,0.00327865,0.0016526
0.012,8.03559e-07,8.62453e-08,4.36229e-08,0.000200612,2.15209e-05,1.08702e-05,0.0333428,0.00357335,0.00179989
0.013,1.0213e-06,1.09602e-07,5.54176e-08,0.000235332,2.52414e-05,1.27436e-05,0.0360964,0.00386749,0.00194669
0.014,1.27514e-06,1.36826e-07,6.91589e-08,0.000272804,2.92557e-05,1.47635e-05,0.0388461,0.00416107,0.002093
0.015,1.56782e-06,1.68211e-07,8.49932e-08,0.000313023,3.35633e-05,1.69294e-05,0.041592,0.00445409,0.00223882
0.016,1.9021e-06,2.0405e-07,1.03066e-07,0.000355986,3.81637e-05,1.9241e-05,0.044334,0.00474655,0.00238416
0.017,2.28071e-06,2.44636e-07,1.23523e-07,0.00040169,4.30562e-05,2.16976e-05,0.0470722,0.00503845,0.00252901
0.018,2.70639e-06,2.9026e-07,1.4651e-07,0.000450129,4.82404e-05,2.42988e-05,0.0498066,0.00532979,0.00267337
0.019,3.18188e-06,3.41214e-07,1.72169e-07,0.000501302,5.37156e-05,2.70441e-05,0.0525372,0.00562058,0.00281724
0.02,3.70991e-06,3.97788e-07,2.00646e-07,0.000555202,5.94814e-05,2.99331e-05,0.0552639,0.00591081,0.00296063
0.021,4.29319e-06,4.60273e-07,2.32083e-07,0.000611828,6.5537e-05,3.29652e-05,0.0579868,0.00620048,0.00310353
0.022,4.93447e-06,5.28958e-07,2.66624e-07,0.000671175,7.18821e-05,3.614e-05,0.0607059,0.0064896,0.00324595
0.023,5.63645e-06,6.04133e-07,3.04411e-07,0.000733239,7.85161e-05,3.9457e-05,0.0634212,0.00677816,0.00338789
0.024,6.40185e-06,6.86087e-07,3.45585e-07,0.000798016,8.54383e-05,4.29156e-05,0.0661326,0.00706616,0.00352934
0.025,7.23338e-06,7.75106e-07,3.90289e-07,0.000865503,9.26482e-05,4.65155e-05,0.0688403,0.00735361,0.00367031
0.026,8.13376e-06,8.71479e-07,4.38663e-07,0.000935695,0.000100145,5.02561e-05,0.0715441,0.00764051,0.00381079
0.027,9.10567e-06,9.75492e-07,4.90848e-07,0.00100859,0.000107929,5.41369e-05,0.0742442,0.00792684,0.0039508
0.028,1.01518e-05,1.08743e-06,5.46983e-07,0.00108418,0.000115999,5.81575e-05,0.0769404,0.00821263,0.00409032
0.029,1.12749e-05,1.20758e-06,6.07209e-07,0.00116247,0.000124354,6.23174e-05,0.0796328,0.00849785,0.00422936
0.03,1.24777e-05,1.33624e-06,6.71665e-07,0.00124345,0.000132994,6.66161e-05,0.0823214,0.00878253,0.00436792
0.031,1.37627e-05,1.47367e-06,7.40488e-07,0.00132711,0.000141919,7.10531e-05,0.0850063,0.00906665,0.004506
0.032,1.51328e-05,1.62017e-06,8.13817e-07,0.00141346,0.000151127,7.56279e-05,0.0876873,0.00935021,0.0046436
0.033,1.65905e-05,1.77602e-06,8.91789e-07,0.00150248,0.000160619,8.03401e-05,0.0903645,0.00963323,0.00478072
